UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE GENDER,BN CANDIDATE AGE,BN VOTE,PN,PN CANDIDATE,PN CANDIDATE GENDER,PN CANDIDATE AGE,PN VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS
P.040_N.31_040/31/13_5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/13,PAYA BERENJUT,SEKOLAH MENENGAH KEBANGSAAN BANGGOL,5,442,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,81,PAS,DR. SAM,MALE,53,361,442,0,0
P.040_N.31_040/31/13_6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/13,PAYA BERENJUT,SEKOLAH MENENGAH KEBANGSAAN BANGGOL,6,415,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,77,PAS,DR. SAM,MALE,53,338,415,0,0
P.040_N.31_040/31/14_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,1,290,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,85,PAS,DR. SAM,MALE,53,205,290,0,0
P.040_N.31_040/31/14_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,2,460,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,77,PAS,DR. SAM,MALE,53,383,460,0,0
P.040_N.31_040/31/14_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,3,353,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,52,PAS,DR. SAM,MALE,53,301,353,0,0
P.040_N.31_040/31/14_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,4,333,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,55,PAS,DR. SAM,MALE,53,278,333,0,0
P.040_N.31_040/31/14_5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,5,357,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,51,PAS,DR. SAM,MALE,53,304,355,2,0
P.040_N.31_040/31/14_6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.31,CUKAI,040/31/14,GELIGA BESAR,SEKOLAH KEBANGSAAN SERI GELIGA,6,348,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,47,PAS,DR. SAM,MALE,53,301,348,0,0
P.040_N.32_040/32/01_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,1,310,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,93,PAS,DR. SAM,MALE,53,215,308,2,0
P.040_N.32_040/32/01_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,2,362,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,65,PAS,DR. SAM,MALE,53,297,362,0,0
P.040_N.32_040/32/01_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,3,488,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,73,PAS,DR. SAM,MALE,53,412,485,3,0
P.040_N.32_040/32/01_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,4,444,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,71,PAS,DR. SAM,MALE,53,373,444,0,0
P.040_N.32_040/32/01_5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,5,420,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,52,PAS,DR. SAM,MALE,53,367,419,1,0
P.040_N.32_040/32/01_6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,6,409,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,49,PAS,DR. SAM,MALE,53,358,407,2,0
P.040_N.32_040/32/01_7,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,7,417,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,60,PAS,DR. SAM,MALE,53,356,416,1,0
P.040_N.32_040/32/01_8,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,8,399,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,50,PAS,DR. SAM,MALE,53,348,398,1,0
P.040_N.32_040/32/01_9,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/01,MAK CHILI,SEKOLAH KEBANGSAAN PUSAT,9,370,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,33,PAS,DR. SAM,MALE,53,336,369,1,0
P.040_N.32_040/32/02_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,1,320,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,98,PAS,DR. SAM,MALE,53,219,317,3,0
P.040_N.32_040/32/02_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,2,500,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,117,PAS,DR. SAM,MALE,53,382,499,1,0
P.040_N.32_040/32/02_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,3,416,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,72,PAS,DR. SAM,MALE,53,344,416,0,0
P.040_N.32_040/32/02_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,4,389,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,71,PAS,DR. SAM,MALE,53,317,388,1,0
P.040_N.32_040/32/02_5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,5,356,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,62,PAS,DR. SAM,MALE,53,294,356,0,0
P.040_N.32_040/32/02_6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,6,419,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,70,PAS,DR. SAM,MALE,53,347,417,2,0
P.040_N.32_040/32/02_7,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/02,BUKIT MENTOK,SEKOLAH KEBANGSAAN BUKIT MENTOK,7,395,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,67,PAS,DR. SAM,MALE,53,327,394,1,0
P.040_N.32_040/32/03_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/03,PASIR MINAL,SEKOLAH KEBANGSAAN SERI JAYA,1,335,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,88,PAS,DR. SAM,MALE,53,245,333,2,0
P.040_N.32_040/32/03_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/03,PASIR MINAL,SEKOLAH KEBANGSAAN SERI JAYA,2,429,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,85,PAS,DR. SAM,MALE,53,343,428,1,0
P.040_N.32_040/32/03_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/03,PASIR MINAL,SEKOLAH KEBANGSAAN SERI JAYA,3,358,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,60,PAS,DR. SAM,MALE,53,298,358,0,0
P.040_N.32_040/32/03_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/03,PASIR MINAL,SEKOLAH KEBANGSAAN SERI JAYA,4,378,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,60,PAS,DR. SAM,MALE,53,317,377,1,0
P.040_N.32_040/32/04_a1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,1,306,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,113,PAS,DR. SAM,MALE,53,192,305,1,0
P.040_N.32_040/32/04_a2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,2,344,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,86,PAS,DR. SAM,MALE,53,257,343,1,0
P.040_N.32_040/32/04_a3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,3,415,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,72,PAS,DR. SAM,MALE,53,341,413,2,0
P.040_N.32_040/32/04_a4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,4,372,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,66,PAS,DR. SAM,MALE,53,305,371,1,0
P.040_N.32_040/32/04_a5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,5,372,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,66,PAS,DR. SAM,MALE,53,306,372,0,0
P.040_N.32_040/32/04_a6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,SEKOLAH KEBANGSAAN BINJAI,6,357,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,51,PAS,DR. SAM,MALE,53,305,356,1,0
P.040_N.32_040/32/04_b1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,1,298,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,130,PAS,DR. SAM,MALE,53,162,292,6,0
P.040_N.32_040/32/04_b2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,2,354,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,119,PAS,DR. SAM,MALE,53,234,353,1,0
P.040_N.32_040/32/04_b3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,3,452,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,101,PAS,DR. SAM,MALE,53,350,451,1,0
P.040_N.32_040/32/04_b4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,4,,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,,PAS,DR. SAM,MALE,53,,,,
P.040_N.32_040/32/04_b5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,5,371,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,72,PAS,DR. SAM,MALE,53,299,371,0,0
P.040_N.32_040/32/04_b6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,6,380,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,62,PAS,DR. SAM,MALE,53,317,379,1,0
P.040_N.32_040/32/04_b7,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,7,389,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,75,PAS,DR. SAM,MALE,53,313,388,1,0
P.040_N.32_040/32/04_b8,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/04,BINJAI,KOLEJ VOKASIONAL KEMAMAN,8,376,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,59,PAS,DR. SAM,MALE,53,316,375,1,0
P.040_N.32_040/32/05_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/05,PASIR GAJAH,SEKOLAH KEBANGSAAN PASIR GAJAH,1,340,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,144,PAS,DR. SAM,MALE,53,191,335,5,0
P.040_N.32_040/32/05_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/05,PASIR GAJAH,SEKOLAH KEBANGSAAN PASIR GAJAH,2,494,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,155,PAS,DR. SAM,MALE,53,338,493,1,0
P.040_N.32_040/32/05_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/05,PASIR GAJAH,SEKOLAH KEBANGSAAN PASIR GAJAH,3,499,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,152,PAS,DR. SAM,MALE,53,345,497,2,0
P.040_N.32_040/32/06_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/06,SEBERANG TAYUR,SEKOLAH KEBANGSAAN RKT SEBERANG TAYOR,1,359,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,185,PAS,DR. SAM,MALE,53,172,357,2,0
P.040_N.32_040/32/06_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/06,SEBERANG TAYUR,SEKOLAH KEBANGSAAN RKT SEBERANG TAYOR,2,474,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,206,PAS,DR. SAM,MALE,53,267,473,1,0
P.040_N.32_040/32/06_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/06,SEBERANG TAYUR,SEKOLAH KEBANGSAAN RKT SEBERANG TAYOR,3,422,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,99,PAS,DR. SAM,MALE,53,321,420,2,0
P.040_N.32_040/32/06_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/06,SEBERANG TAYUR,SEKOLAH KEBANGSAAN RKT SEBERANG TAYOR,4,473,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,170,PAS,DR. SAM,MALE,53,302,472,1,0
P.040_N.32_040/32/07_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/07,DADUNG,SEKOLAH MENENGAH KEBANGSAAN AYER PUTEH,1,,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,,PAS,DR. SAM,MALE,53,,,,
P.040_N.32_040/32/07_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/07,DADUNG,SEKOLAH MENENGAH KEBANGSAAN AYER PUTEH,2,330,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,98,PAS,DR. SAM,MALE,53,232,330,0,0
P.040_N.32_040/32/07_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/07,DADUNG,SEKOLAH MENENGAH KEBANGSAAN AYER PUTEH,3,350,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,137,PAS,DR. SAM,MALE,53,210,347,3,0
P.040_N.32_040/32/08_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/08,AIR PUTIH,SEKOLAH KEBANGSAAN AYER PUTEH,1,317,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,145,PAS,DR. SAM,MALE,53,170,315,2,0
P.040_N.32_040/32/08_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/08,AIR PUTIH,SEKOLAH KEBANGSAAN AYER PUTEH,2,453,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,144,PAS,DR. SAM,MALE,53,307,451,2,0
P.040_N.32_040/32/08_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/08,AIR PUTIH,SEKOLAH KEBANGSAAN AYER PUTEH,3,402,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,131,PAS,DR. SAM,MALE,53,269,400,2,0
P.040_N.32_040/32/09_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/09,BANDAR CERUL,SEKOLAH KEBANGSAAN (FELDA) CHERUL,1,384,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,220,PAS,DR. SAM,MALE,53,159,379,5,0
P.040_N.32_040/32/09_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/09,BANDAR CERUL,SEKOLAH KEBANGSAAN (FELDA) CHERUL,2,418,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,172,PAS,DR. SAM,MALE,53,246,418,0,0
P.040_N.32_040/32/09_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/09,BANDAR CERUL,SEKOLAH KEBANGSAAN (FELDA) CHERUL,3,396,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,116,PAS,DR. SAM,MALE,53,279,395,1,0
P.040_N.32_040/32/09_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/09,BANDAR CERUL,SEKOLAH KEBANGSAAN (FELDA) CHERUL,4,413,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,139,PAS,DR. SAM,MALE,53,274,413,0,0
P.040_N.32_040/32/10_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,1,,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,,PAS,DR. SAM,MALE,53,,,,
P.040_N.32_040/32/10_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,2,365,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,172,PAS,DR. SAM,MALE,53,190,362,3,0
P.040_N.32_040/32/10_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,3,,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,,PAS,DR. SAM,MALE,53,,,,
P.040_N.32_040/32/10_4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,4,368,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,112,PAS,DR. SAM,MALE,53,254,366,2,0
P.040_N.32_040/32/10_5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,5,,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,,PAS,DR. SAM,MALE,53,,,,
P.040_N.32_040/32/10_6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/10,BANDAR BARU CENIH,SEKOLAH MENENGAH KEBANGSAAN CHENEH BARU,6,442,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,145,PAS,DR. SAM,MALE,53,297,442,0,0
P.040_N.32_040/32/11_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/11,SUNGAI PERGAM,SEKOLAH KEBANGSAAN SUNGAI PERGAM,1,264,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,249,PAS,DR. SAM,MALE,53,6,255,9,0
P.040_N.32_040/32/12_a1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,1,340,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,174,PAS,DR. SAM,MALE,53,166,340,0,0
P.040_N.32_040/32/12_a2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,2,369,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,206,PAS,DR. SAM,MALE,53,161,367,2,0
P.040_N.32_040/32/12_a3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,3,524,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,159,PAS,DR. SAM,MALE,53,364,523,1,0
P.040_N.32_040/32/12_a4,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,4,462,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,110,PAS,DR. SAM,MALE,53,349,459,3,0
P.040_N.32_040/32/12_a5,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,5,466,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,100,PAS,DR. SAM,MALE,53,366,466,0,0
P.040_N.32_040/32/12_a6,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,6,462,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,104,PAS,DR. SAM,MALE,53,358,462,0,0
P.040_N.32_040/32/12_a7,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN FELDA NERAM SATU,7,443,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,106,PAS,DR. SAM,MALE,53,337,443,0,0
P.040_N.32_040/32/12_b1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN KAMPONG BAHARU FELDA NERAM I,1,304,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,80,PAS,DR. SAM,MALE,53,224,304,0,0
P.040_N.32_040/32/12_b2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/12,FELDA NERAM 1,SEKOLAH KEBANGSAAN KAMPONG BAHARU FELDA NERAM I,2,329,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,86,PAS,DR. SAM,MALE,53,243,329,0,0
P.040_N.32_040/32/13_1,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/13,HULU JABUR,SEKOLAH KEBANGSAAN LEMBAH JABOR,1,231,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,134,PAS,DR. SAM,MALE,53,93,227,4,0
P.040_N.32_040/32/13_2,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/13,HULU JABUR,SEKOLAH KEBANGSAAN LEMBAH JABOR,2,271,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,113,PAS,DR. SAM,MALE,53,153,266,5,0
P.040_N.32_040/32/13_3,TERENGGANU,NORMAL VOTE,P.040,KEMAMAN,N.32,AIR PUTIH,040/32/13,HULU JABUR,SEKOLAH KEBANGSAAN LEMBAH JABOR,3,275,UMNO,JENERAL (B) TAN SRI RAJA MOHAMAD AFFANDI,MALE,67,90,PAS,DR. SAM,MALE,53,182,272,3,0
