UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,BUMIPUTERA SABAH,BUMIPUTERA SARAWAK,CINA,INDIA,LAIN LAIN,MELAYU,ORANG ASLI,TOTAL ELECTORS,21 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 DAN KE ATAS,MALE ELECTORS,FEMALE ELECTORS,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE SEX,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,INDEPENDENT 5,INDEPENDENT 5 CANDIDATE,INDEPENDENT 5 CANDIDATE SEX,INDEPENDENT 5 CANDIDATE AGE,INDEPENDENT 5 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VALID VOTE CHECK,TOTAL BALLOT CHECK
P.132_N.31_132/31/06_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,,,16,48,10,275,1,350,,,,,190,129,27,4,165,185,1,238,,,,,,PKR,ANWAR IBRAHIM,MALE,71,119,PAS,LT KOL (B) HAJI NAZARI,MALE,57,41,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,74,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,237,1,0,1,1
P.132_N.31_132/31/06_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,1,1,8,32,3,305,,350,,,,207,143,,,,171,179,2,258,,,,,,PKR,ANWAR IBRAHIM,MALE,71,124,PAS,LT KOL (B) HAJI NAZARI,MALE,57,66,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,66,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,258,0,0,1,1
P.132_N.31_132/31/06_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,5,1,5,57,7,387,,462,,,223,239,,,,,213,249,3,320,,,,,,PKR,ANWAR IBRAHIM,MALE,71,185,PAS,LT KOL (B) HAJI NAZARI,MALE,57,77,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,56,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,318,2,0,1,1
P.132_N.31_132/31/06_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,7,1,12,37,1,404,,462,,284,178,,,,,,231,231,4,285,,,,,,PKR,ANWAR IBRAHIM,MALE,71,157,PAS,LT KOL (B) HAJI NAZARI,MALE,57,72,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,55,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,285,0,0,1,1
P.132_N.31_132/31/06_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,1,,8,26,,427,,462,61,401,,,,,,,229,233,5,272,,,,,,PKR,ANWAR IBRAHIM,MALE,71,155,PAS,LT KOL (B) HAJI NAZARI,MALE,57,71,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,42,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,269,3,0,1,1
P.132_N.31_132/31/06_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/06,KAMPONG BAGAN PINANG,SEKOLAH KEBANGSAAN PANGLIMA ADNAN,2,1,11,19,,431,,464,464,,,,,,,,232,232,6,273,,,,,,PKR,ANWAR IBRAHIM,MALE,71,126,PAS,LT KOL (B) HAJI NAZARI,MALE,57,97,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,48,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,272,1,0,1,1
P.132_N.31_132/31/07_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/07,SI RUSA,SEKOLAH KEBANGSAAN KAMPUNG BARU SIRUSA,,1,49,40,8,252,,350,,,,,165,130,46,9,158,192,1,200,,,,,,PKR,ANWAR IBRAHIM,MALE,71,92,PAS,LT KOL (B) HAJI NAZARI,MALE,57,38,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,54,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,188,12,0,1,1
P.132_N.31_132/31/07_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/07,SI RUSA,SEKOLAH KEBANGSAAN KAMPUNG BARU SIRUSA,3,1,11,36,6,292,1,350,,,,243,107,,,,185,165,2,246,,,,,,PKR,ANWAR IBRAHIM,MALE,71,105,PAS,LT KOL (B) HAJI NAZARI,MALE,57,69,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,65,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,242,4,0,1,1
P.132_N.31_132/31/07_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/07,SI RUSA,SEKOLAH KEBANGSAAN KAMPUNG BARU SIRUSA,5,5,11,39,5,403,1,469,,,293,176,,,,,198,271,3,302,,,,,,PKR,ANWAR IBRAHIM,MALE,71,156,PAS,LT KOL (B) HAJI NAZARI,MALE,57,91,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,49,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,297,5,0,1,1
P.132_N.31_132/31/07_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/07,SI RUSA,SEKOLAH KEBANGSAAN KAMPUNG BARU SIRUSA,5,1,18,44,6,394,1,469,,372,97,,,,,,219,250,4,272,,,,,,PKR,ANWAR IBRAHIM,MALE,71,157,PAS,LT KOL (B) HAJI NAZARI,MALE,57,73,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,40,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,272,0,0,1,1
P.132_N.31_132/31/07_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/07,SI RUSA,SEKOLAH KEBANGSAAN KAMPUNG BARU SIRUSA,5,2,11,38,1,414,,471,395,76,,,,,,,232,239,5,227,,,,,,PKR,ANWAR IBRAHIM,MALE,71,124,PAS,LT KOL (B) HAJI NAZARI,MALE,57,67,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,33,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,227,0,0,1,1
P.132_N.31_132/31/08_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,,163,33,8,146,,350,,,,,35,219,71,25,144,206,1,198,,,,,,PKR,ANWAR IBRAHIM,MALE,71,136,PAS,LT KOL (B) HAJI NAZARI,MALE,57,22,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,25,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,194,4,0,1,1
P.132_N.31_132/31/08_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,,126,26,6,192,,350,,,,,350,,,,176,174,2,233,,,,,,PKR,ANWAR IBRAHIM,MALE,71,156,PAS,LT KOL (B) HAJI NAZARI,MALE,57,46,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,27,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,231,2,0,1,1
P.132_N.31_132/31/08_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,1,86,24,6,233,,350,,,,253,97,,,,194,156,3,241,,,,,,PKR,ANWAR IBRAHIM,MALE,71,147,PAS,LT KOL (B) HAJI NAZARI,MALE,57,61,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,235,6,0,1,1
P.132_N.31_132/31/08_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,3,4,87,35,6,409,1,545,,,,545,,,,,304,241,4,383,,,,,,PKR,ANWAR IBRAHIM,MALE,71,226,PAS,LT KOL (B) HAJI NAZARI,MALE,57,124,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,376,7,0,1,1
P.132_N.31_132/31/08_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,4,7,58,23,5,447,1,545,,,440,105,,,,,310,235,5,372,,,,,,PKR,ANWAR IBRAHIM,MALE,71,194,PAS,LT KOL (B) HAJI NAZARI,MALE,57,148,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,3,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,368,4,0,1,1
P.132_N.31_132/31/08_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,7,68,50,7,413,,545,,,545,,,,,,288,257,6,323,,,,,,PKR,ANWAR IBRAHIM,MALE,71,197,PAS,LT KOL (B) HAJI NAZARI,MALE,57,104,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,17,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,319,4,0,1,1
P.132_N.31_132/31/08_7,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,1,104,58,3,378,1,545,,542,3,,,,,,272,273,7,286,,,,,,PKR,ANWAR IBRAHIM,MALE,71,186,PAS,LT KOL (B) HAJI NAZARI,MALE,57,68,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,27,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,284,2,0,1,1
P.132_N.31_132/31/08_8,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,,1,76,41,4,421,2,545,228,317,,,,,,,261,284,8,242,,,,,,PKR,ANWAR IBRAHIM,MALE,71,151,PAS,LT KOL (B) HAJI NAZARI,MALE,57,69,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,20,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,240,2,0,1,1
P.132_N.31_132/31/08_9,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.31,BAGAN PINANG,132/31/08,TELOK KEMANG,SEKOLAH KEBANGSAAN TELOK KEMANG,1,1,39,35,1,473,,550,550,,,,,,,,278,272,9,251,,,,,,PKR,ANWAR IBRAHIM,MALE,71,128,PAS,LT KOL (B) HAJI NAZARI,MALE,57,102,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,14,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,250,1,0,1,1
P.132_N.32_132/32/01_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/01,AYER KUNING,BALAI RAYA LADANG LEONG HIN SAN,,,191,138,4,17,,350,,,,140,136,54,14,6,173,177,1,218,,,,,,PKR,ANWAR IBRAHIM,MALE,71,184,PAS,LT KOL (B) HAJI NAZARI,MALE,57,5,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,218,0,0,1,1
P.132_N.32_132/32/01_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/01,AYER KUNING,BALAI RAYA LADANG LEONG HIN SAN,,,193,232,6,50,,481,64,149,225,43,,,,,256,225,2,262,,,,,,PKR,ANWAR IBRAHIM,MALE,71,215,PAS,LT KOL (B) HAJI NAZARI,MALE,57,9,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,33,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,260,2,0,1,1
P.132_N.32_132/32/02_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/02,LINGGI,SEKOLAH KEBANGSAAN LINGGI,,,95,82,6,167,,350,,,,,67,182,78,23,141,209,1,177,,,,,,PKR,ANWAR IBRAHIM,MALE,71,96,PAS,LT KOL (B) HAJI NAZARI,MALE,57,39,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,35,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,172,5,0,1,1
P.132_N.32_132/32/02_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/02,LINGGI,SEKOLAH KEBANGSAAN LINGGI,1,,80,97,5,167,,350,,,,60,290,,,,153,197,2,202,,,,,,PKR,ANWAR IBRAHIM,MALE,71,99,PAS,LT KOL (B) HAJI NAZARI,MALE,57,37,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,54,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,193,9,0,1,1
P.132_N.32_132/32/02_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/02,LINGGI,SEKOLAH KEBANGSAAN LINGGI,,,66,117,2,224,,409,,,19,390,,,,,217,192,3,229,,,,,,PKR,ANWAR IBRAHIM,MALE,71,131,PAS,LT KOL (B) HAJI NAZARI,MALE,57,58,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,4,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,30,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,226,3,0,1,1
P.132_N.32_132/32/02_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/02,LINGGI,SEKOLAH KEBANGSAAN LINGGI,1,1,47,104,4,252,,409,,102,307,,,,,,206,203,4,198,,,,,,PKR,ANWAR IBRAHIM,MALE,71,114,PAS,LT KOL (B) HAJI NAZARI,MALE,57,45,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,34,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,193,5,0,1,1
P.132_N.32_132/32/02_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/02,LINGGI,SEKOLAH KEBANGSAAN LINGGI,,,50,77,,284,,411,187,224,,,,,,,203,208,5,147,,,,,,PKR,ANWAR IBRAHIM,MALE,71,74,PAS,LT KOL (B) HAJI NAZARI,MALE,57,38,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,33,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,145,2,0,1,1
P.132_N.32_132/32/03_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/03,KAMPONG PENGKALAN DURIAN,PUSAT PEMULIHAN DALAM KOMUNITI CAHAYA IKHSAN LINGGI,,,92,78,4,176,,350,,,,109,154,60,24,3,168,182,1,211,,,,,,PKR,ANWAR IBRAHIM,MALE,71,136,PAS,LT KOL (B) HAJI NAZARI,MALE,57,31,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,42,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,211,0,0,1,1
P.132_N.32_132/32/03_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/03,KAMPONG PENGKALAN DURIAN,PUSAT PEMULIHAN DALAM KOMUNITI CAHAYA IKHSAN LINGGI,,,108,102,2,209,,421,,48,263,110,,,,,214,207,2,244,,,,,,PKR,ANWAR IBRAHIM,MALE,71,180,PAS,LT KOL (B) HAJI NAZARI,MALE,57,27,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,36,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,243,1,0,1,1
P.132_N.32_132/32/03_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/03,KAMPONG PENGKALAN DURIAN,PUSAT PEMULIHAN DALAM KOMUNITI CAHAYA IKHSAN LINGGI,,,85,110,,226,,421,185,236,,,,,,,204,217,3,215,,,,,,PKR,ANWAR IBRAHIM,MALE,71,161,PAS,LT KOL (B) HAJI NAZARI,MALE,57,25,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,209,6,0,1,1
P.132_N.32_132/32/04_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/04,PENGKALAN KEMPAS,SEKOLAH KEBANGSAAN PERMATANG PASIR,,,214,12,5,119,,350,,,,,159,134,47,10,154,196,1,191,,,,,,PKR,ANWAR IBRAHIM,MALE,71,136,PAS,LT KOL (B) HAJI NAZARI,MALE,57,21,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,3,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,189,2,0,1,1
P.132_N.32_132/32/04_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.32,LINGGI,132/32/04,PENGKALAN KEMPAS,SEKOLAH KEBANGSAAN PERMATANG PASIR,,1,147,15,2,185,,350,,,53,256,41,,,,179,171,2,221,,,,,,PKR,ANWAR IBRAHIM,MALE,71,132,PAS,LT KOL (B) HAJI NAZARI,MALE,57,31,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,55,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,0,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,220,1,0,1,1
