UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS
P.078_N.02_078/02/02_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/02,KUALA MEDANG,SK KUALA MEDANG,1,255,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,209,DAP,MANOGARAN,MALE,59,35,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,8,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,252,3,0
P.078_N.02_078/02/02_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/02,KUALA MEDANG,SK KUALA MEDANG,2,252,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,202,DAP,MANOGARAN,MALE,59,39,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,5,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,246,6,0
P.078_N.02_078/02/02_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/02,KUALA MEDANG,SK KUALA MEDANG,3,198,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,161,DAP,MANOGARAN,MALE,59,31,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,196,2,0
P.078_N.02_078/02/03_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/03,TANJUNG GAHAI,SK TANJUNG GAHAI,1,219,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,192,DAP,MANOGARAN,MALE,59,18,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,213,6,0
P.078_N.02_078/02/03_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/03,TANJUNG GAHAI,SK TANJUNG GAHAI,2,223,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,195,DAP,MANOGARAN,MALE,59,24,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,221,2,0
P.078_N.02_078/02/03_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/03,TANJUNG GAHAI,SK TANJUNG GAHAI,3,202,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,172,DAP,MANOGARAN,MALE,59,28,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,200,2,0
P.078_N.02_078/02/04_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,BUKIT KOTA,SK BATU YON,1,253,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,225,DAP,MANOGARAN,MALE,59,20,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,248,5,0
P.078_N.02_078/02/04_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,BUKIT KOTA,SK BATU YON,2,253,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,229,DAP,MANOGARAN,MALE,59,17,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,247,6,0
P.078_N.02_078/02/04_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/04,BUKIT KOTA,SK BATU YON,3,219,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,205,DAP,MANOGARAN,MALE,59,9,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,217,1,1
P.078_N.02_078/02/05_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,1,289,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,257,DAP,MANOGARAN,MALE,59,19,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,4,281,8,0
P.078_N.02_078/02/05_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,2,271,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,233,DAP,MANOGARAN,MALE,59,26,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,5,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,264,7,0
P.078_N.02_078/02/05_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/05,KAMPUNG KELEDEK,SK KAMPUNG KELEDEK,3,246,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,230,DAP,MANOGARAN,MALE,59,8,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,240,6,0
P.078_N.02_078/02/06_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,LUBUK KULIT,SK LUBOK KULIT,1,263,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,238,DAP,MANOGARAN,MALE,59,12,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,257,6,0
P.078_N.02_078/02/06_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,LUBUK KULIT,SK LUBOK KULIT,2,280,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,270,DAP,MANOGARAN,MALE,59,8,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,280,0,0
P.078_N.02_078/02/06_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/06,LUBUK KULIT,SK LUBOK KULIT,3,252,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,238,DAP,MANOGARAN,MALE,59,9,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,250,2,0
P.078_N.02_078/02/07_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,1,234,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,191,DAP,MANOGARAN,MALE,59,27,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,12,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,232,2,0
P.078_N.02_078/02/07_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,2,232,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,185,DAP,MANOGARAN,MALE,59,34,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,9,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,229,3,0
P.078_N.02_078/02/07_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,3,207,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,165,DAP,MANOGARAN,MALE,59,31,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,203,4,0
P.078_N.02_078/02/07_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,4,201,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,169,DAP,MANOGARAN,MALE,59,23,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,199,2,0
P.078_N.02_078/02/07_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/07,FELDA SUNGAI KOYAN SATU,SK LKTP SUNGAI KOYAN,5,187,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,169,DAP,MANOGARAN,MALE,59,12,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,183,4,0
P.078_N.02_078/02/08_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,1,253,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,212,DAP,MANOGARAN,MALE,59,29,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,6,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,247,6,0
P.078_N.02_078/02/08_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,2,252,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,214,DAP,MANOGARAN,MALE,59,28,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,6,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,248,4,0
P.078_N.02_078/02/08_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,3,258,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,210,DAP,MANOGARAN,MALE,59,41,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,255,3,0
P.078_N.02_078/02/08_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,4,223,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,181,DAP,MANOGARAN,MALE,59,35,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,7,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,223,0,0
P.078_N.02_078/02/08_5,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,5,211,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,165,DAP,MANOGARAN,MALE,59,30,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,14,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,209,2,0
P.078_N.02_078/02/08_6,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/08,FELDA SUNGAI KOYAN DUA & TIGA,SMK SUNGAI KOYAN,6,201,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,173,DAP,MANOGARAN,MALE,59,19,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,6,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,198,3,0
P.078_N.02_078/02/09_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,1,234,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,140,DAP,MANOGARAN,MALE,59,68,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,214,20,0
P.078_N.02_078/02/09_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,2,306,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,206,DAP,MANOGARAN,MALE,59,94,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,300,6,0
P.078_N.02_078/02/09_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,3,295,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,206,DAP,MANOGARAN,MALE,59,78,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,0,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,284,11,0
P.078_N.02_078/02/09_4,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/09,POS BETAU,SK BETAU,4,291,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,220,DAP,MANOGARAN,MALE,59,62,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,284,7,0
P.078_N.02_078/02/10_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,1,284,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,134,DAP,MANOGARAN,MALE,59,112,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,13,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,2,261,23,0
P.078_N.02_078/02/10_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,2,410,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,212,DAP,MANOGARAN,MALE,59,139,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,5,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,357,53,0
P.078_N.02_078/02/10_3,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/10,POS SINDERUT,SK SENDERUT,3,406,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,246,DAP,MANOGARAN,MALE,59,134,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,2,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,1,383,23,0
P.078_N.02_078/02/11_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/11,POS LENJANG,SK LENJANG,1,240,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,153,DAP,MANOGARAN,MALE,59,63,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,3,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,3,222,18,0
P.078_N.02_078/02/11_2,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/11,POS LENJANG,SK LENJANG,2,244,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,152,DAP,MANOGARAN,MALE,59,63,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,4,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,219,25,0
P.078_N.02_078/02/12_1,PAHANG,ORDINARY VOTE,P.078,CAMERON HIGHLANDS,N.02,JELAI,078/02/12,POS TITUM,SK TITOM,1,205,BN - DIRECT,RAMLI BIN MOHD NOR,MALE,60,122,DAP,MANOGARAN,MALE,59,65,INDEPENDENT - BOOK,CIKGU HJ. SALLEHUDIN BIN HJ. AB. TALIB,MALE,61,1,INDEPENDENT - HOE,WONG SENG YEE,MALE,40,0,188,16,1
